lon,lat
121.4019727,14.1967923
111.3679689,-7.0431437
-75.819361,5.596767
139.5501904,38.2905469
-76.167375,4.168711
48.2017123,46.3368774
-80.83,35.22
114.010317,23.460229
134.5849521,34.0108524
112.573483,30.692993
15.1873478,44.0803302
67.8569785,39.3547141
115.029215,35.761829
18.5988916,63.2994414
113.032539,28.185386
-72.814792,6.343847
120.9569,5.9052
-50.6378804,-25.2641605
13.2227563,49.6782112
121.122805,14.576059
137.1426455,36.7336287
8.5216392,47.395226
44.5290018,-12.2632051
6.4956455,11.2975389
120.6560014,15.3252049
109.4245979,46.2524306
101.8812323,18.0226967
102.8169757,-3.0500015
118.993885,25.419319
-117.2847875,34.0643502
-81.65,38.36
12.0551193,57.6975855
111.9701346,-6.8380623
119.618419,26.241987
-79.8646835,-6.5488924
113.6799766,-1.9735657
121.4022181,14.4450355
72.3382454,30.4322645
121.0075554,14.5508865
-4.4706255,48.4100734
10.7668266,59.9522962
4.0057868,44.0570174
21.4298411,41.9924293
139.9469432,-6.2686878
19.11753,54.20801
124.4052,-8.2399
101.2804075,6.5411018
-8.5820055,39.2591889
4.8416936,7.1000051
121.4666549,12.8513784
110.8171082,-6.4712737
140.6381624,37.9984095
41.3951119,52.7060809
113.609286,33.437877
112.282503,-7.002985
15.8125817,59.9871162
111.012675,22.0462137
46.8282768,43.0827206
108.6383454,-6.9623022
-44.7235076,-23.2218772
119.9406947,15.6823401
-48.7060608,-16.1976908
112.734174,38.416663
28.8253483,46.0573473
44.4880651,40.0072152
123.0925437,13.5730766
5.1175293,52.08234
29.1913918,-5.9127393
-8.0537529,40.2187855
-74.4028287,9.2209606
108.1682147,-6.7654544
31.25865,49.41894
121.555099,13.88263
-69.766667,-25.283333
6.7866433,51.2262018
123.2989088,9.492846
119.435046,32.391736
117.788836,34.379742
-52.0423373,-23.4554707
120.6749301,-8.5437713
25.8255575,-17.9318052
105.2667887,-5.3971396
106.7813363,-6.2852298
89.108299,30.073805
-8.9052753,39.8647755
18.1117597,49.2017413
-106.0244614,28.6019464
37.6278499,55.590397
36.39359,35.36674
14.4159346,67.278155
120.6560014,15.3252049
124.1018629,7.867718
118.703424,33.722478
40.1418221,49.3756258
87.124099,28.659387
-81.1,-4.683333
-6.1136478,53.2121335
116.948961,35.32608
122.597251,11.427407
-79.4154819,9.0592797
-41.203524,-20.6037462
-90.4537748,14.7833743
116.328206,37.029718
140.9986577,38.4198489
43.7190392,34.5235452
117.274909,39.989836
18.3266994,52.2572052
96.2468873,4.0568941
53.8101659,36.7284026
121.0466839,49.094671
139.3751118,37.3032401
104.066801,30.572815
41.8125556,53.4428794
-46.1741639,-17.7405182
112.6183751,-7.9431343
22.6920826,40.7325414
123.9658538,9.9508447
35.253304,-16.9205934
52.9599661,28.3559058
113.8437,-8.113
140.7512365,37.5615702
18.0310718,59.3927955
140.470795,-2.631564
1.5588851,45.1689858
85.797215,54.3880144
14.6542767,50.5658445
110.7880536,-6.8243672
